"Team","Year","Lg","Rec","WinPct","PDpG","OffPass","OffRun","DefPass","DefRun","TotOff","TotDef","ST","Total","Link"
"CRD","1973","NFL","4-9-1",0.321,-5.6,10.2,2.1,31.2,11.4,6.2,20.7,1,-13.6,"http://www.pro-football-reference.com/teams/crd/1973.htm"
"CRD","1974","NFL","10-4-0",0.714,4.8,24.9,12.3,5.5,10.7,18.2,8.1,1.5,11.6,"http://www.pro-football-reference.com/teams/crd/1974.htm"
"CRD","1975","NFL","11-3-0",0.786,5.7,24.4,4.2,13.4,8.1,12.2,10.7,3.4,4.9,"http://www.pro-football-reference.com/teams/crd/1975.htm"
"CRD","1976","NFL","10-4-0",0.714,3,41.4,1.9,2.2,5.6,18.3,4.1,-3.1,11,"http://www.pro-football-reference.com/teams/crd/1976.htm"
"CRD","1977","NFL","7-7-0",0.5,-1.1,30.8,12.2,24.6,13.4,20.2,18.3,0.9,2.7,"http://www.pro-football-reference.com/teams/crd/1977.htm"
"CRD","1978","NFL","6-10-0",0.375,-3,16.6,-8,-4.3,1.2,4,-1.2,-6.5,-1.3,"http://www.pro-football-reference.com/teams/crd/1978.htm"
"CRD","1979","NFL","5-11-0",0.313,-3.2,-18.8,10.3,3,-2.9,-3.8,-0.2,-4.9,-8.5,"http://www.pro-football-reference.com/teams/crd/1979.htm"
"CRD","1980","NFL","5-11-0",0.313,-3.2,-16.7,5,2,-3.4,-5.9,-0.6,-3.5,-8.8,"http://www.pro-football-reference.com/teams/crd/1980.htm"
"CRD","1981","NFL","7-9-0",0.438,-5.8,-17.1,11.3,7.3,14.7,-3,10.9,2.1,-11.7,"http://www.pro-football-reference.com/teams/crd/1981.htm"
"CRD","1982","NFL","5-4-0",0.556,-3.9,-3.8,7,13,2.5,1.9,8.3,-1,-7.4,"http://www.pro-football-reference.com/teams/crd/1982.htm"
"CRD","1983","NFL","8-7-1",0.531,-3.4,-17,2.9,-20.4,11.1,-7,-6.7,-3.4,-3.6,"http://www.pro-football-reference.com/teams/crd/1983.htm"
"CRD","1984","NFL","9-7-0",0.563,4.9,29.8,12.9,-2.7,7.5,22.3,1.8,-3.1,17.4,"http://www.pro-football-reference.com/teams/crd/1984.htm"
"CRD","1985","NFL","5-11-0",0.313,-8.5,-7.1,10.7,21.3,-0.1,0.2,10,-7.3,-17.1,"http://www.pro-football-reference.com/teams/crd/1985.htm"
"CRD","1986","NFL","4-11-1",0.281,-8.3,-17.5,2.6,11.8,-2.4,-9,4.1,2.9,-10.2,"http://www.pro-football-reference.com/teams/crd/1986.htm"
"CRD","1987","NFL","7-8-0",0.467,-0.4,15.3,9.1,14.6,9.3,12.5,12.1,-2.4,-1.9,"http://www.pro-football-reference.com/teams/crd/1987.htm"
"CRD","1988","NFL","7-9-0",0.438,-3.4,2.2,8.5,2.3,5.7,4.9,3.9,-6.5,-5.4,"http://www.pro-football-reference.com/teams/crd/1988.htm"
"CRD","1989","NFL","5-11-0",0.313,-7.4,-25,-6.9,19.5,5.8,-17.5,12.8,2.9,-27.4,"http://www.pro-football-reference.com/teams/crd/1989.htm"
"CRD","1990","NFL","5-11-0",0.313,-8,-8.1,8.8,8.2,12.8,0.1,10.7,0.1,-10.6,"http://www.pro-football-reference.com/teams/crd/1990.htm"
